TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BMIN4;17,85;7,84;10,70;0,60;0,13;14,65;25,00;12,76;5,46;6,81;;;1,37;27,94;-0,13;;5,57;1,23;;0,22;0,78;0,10;24,69;29,30;8.036,31;29,92;1,67;-4,62;107.281.212,98
BNBR3;109,90;5,44;3,84;0,70;0,15;45,77;50,32;28,85;2,20;2,20;;;1,11;17,04;-0,15;;18,19;3,97;;0,22;0,78;0,14;8,63;10,20;32.329,85;157,26;28,60;0,12;10.847.102.415,10
BOAS3;7,95;;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;0,99;0,93;0,07;0,34;8,81;74,34;;4,34;0,52;1,98;4.212.250.617,75
BPAC11;53,51;1,97;14,48;2,98;0,30;47,69;45,56;36,88;11,72;11,72;;;5,34;-0,40;-0,30;0,01;20,60;2,06;;0,10;0,89;0,06;25,49;30,46;463.841.605,81;17,94;3,70;0,48;205.230.825.782,43
BPAC3;30,60;1,15;24,83;5,12;0,51;47,69;45,56;36,88;20,10;11,72;;;9,16;-0,69;-0,52;0,01;20,60;2,06;;0,10;0,89;0,06;25,49;30,46;199.565,10;5,98;1,23;0,83;205.230.825.782,43
BPAC5;11,50;3,06;9,33;1,92;0,19;47,69;45,56;36,88;7,55;11,72;;;3,44;-0,26;-0,19;0,01;20,60;2,06;;0,10;0,89;0,06;25,49;30,46;91.139,48;5,98;1,23;0,31;205.230.825.782,43
BPAN4;11,35;2,13;37,13;1,89;0,21;34,90;0,19;2,58;505,22;505,22;;;0,96;-467,68;-0,21;0,05;5,10;0,56;;0,11;0,89;0,22;10,77;-9,00;16.771.497,52;5,99;0,31;-0,97;14.403.945.521,50
BPAR3;117,42;3,75;4,43;0,50;0,06;49,16;11,13;6,92;2,76;2,76;;;0,31;4,29;-0,06;;11,35;1,29;;0,11;0,89;0,19;14,76;-4,89;0,00;233,36;26,49;-0,14;1.118.032.025,58
BPAT33;44,05;;6,98;0,66;0,09;51,56;21,77;5,61;1,80;1,80;;;0,39;;-0,12;;9,46;1,35;;0,14;0,86;0,24;14,99;-18,89;;66,71;6,31;-0,11;1.533.769.021,00
BRBI11;18,60;10,00;11,31;2,41;0,12;100,00;1,21;54,18;504,63;206,04;-298,59;-1,43;6,13;2,93;-13,68;1,04;21,33;1,02;-0,32;0,05;0,95;0,02;-5,26;17,68;5.175.187,43;7,71;1,64;-1,00;1.952.920.094,40
BRBI3;0,00;;0,00;0,00;0,00;100,00;1,21;54,18;0,00;206,04;-298,59;-1,43;0,00;0,00;0,00;1,04;21,33;1,02;-0,32;0,05;0,95;0,02;-5,26;17,68;;2,57;0,55;0,00;1.952.920.094,40
BRBI4;0,00;;0,00;0,00;0,00;100,00;1,21;54,18;0,00;206,04;-298,59;-1,43;0,00;0,00;0,00;1,04;21,33;1,02;-0,32;0,05;0,95;0,02;-5,26;17,68;;2,57;0,55;0,00;1.952.920.094,40
BRGE11;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE12;13,47;;33,84;0,53;0,33;-4.115,33;-798,17;824,67;-34,96;21,81;56,17;-0,85;279,05;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE3;13,50;;33,91;0,53;0,33;-4.115,33;-798,17;824,67;-35,04;21,81;56,17;-0,85;279,67;0,87;-0,77;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,52;974.940.393,52
BRGE5;13,18;;33,11;0,52;0,32;-4.115,33;-798,17;824,67;-34,21;21,81;56,17;-0,85;273,04;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRGE6;12,92;;32,46;0,51;0,32;-4.115,33;-798,17;824,67;-33,53;21,81;56,17;-0,85;267,65;0,83;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE7;13,07;;32,83;0,51;0,32;-4.115,33;-798,17;824,67;-33,92;21,81;56,17;-0,85;270,76;0,84;-0,74;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,50;974.940.393,52
BRGE8;13,17;;33,08;0,52;0,32;-4.115,33;-798,17;824,67;-34,18;21,81;56,17;-0,85;272,83;0,85;-0,75;3,06;1,56;0,98;-2,91;0,63;0,37;0,00;-32,83;-11,18;;25,56;0,40;-0,51;974.940.393,52
BRIV3;12,86;;388,74;0,67;0,04;12,70;-0,94;0,09;-37,40;-37,03;;;0,35;2,19;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,98;1.128.165.604,64
BRIV4;12,54;;379,07;0,65;0,04;12,70;-0,94;0,09;-36,47;-37,03;;;0,34;2,14;-0,04;4,00;0,17;0,01;;0,06;0,94;0,12;29,48;-43,98;;19,32;0,03;-3,89;1.128.165.604,64
BRML3;8,26;;12,56;0,57;0,34;89,00;65,80;32,90;6,28;8,08;1,80;0,16;4,13;6,60;-0,37;2,42;4,53;2,71;6,98;0,60;0,40;0,08;4,55;-15,44;;14,53;0,66;-0,16;6.770.891.280,44
BRPR3;131,17;;-0,56;0,05;0,04;100,00;-336,36;-123,98;-0,21;0,06;0,27;-0,07;0,70;1,73;-0,05;1,12;-9,55;-6,86;-31,25;0,72;0,28;0,06;-7,12;;;2.447,95;-233,75;0,01;60.919.545,44
BRSR3;15,76;8,65;5,07;0,58;0,04;29,79;7,77;6,14;4,01;3,89;;;0,31;12,94;-0,04;1,31;11,45;0,80;;0,07;0,93;0,13;15,28;0,02;131.951,95;27,14;3,11;0,09;6.259.879.988,76
BRSR5;15,30;10,71;4,92;0,56;0,04;29,79;7,77;6,14;3,89;3,89;;;0,30;12,56;-0,04;1,31;11,45;0,80;;0,07;0,93;0,13;15,28;0,02;1.580,50;27,14;3,11;0,08;6.259.879.988,76
BRSR6;14,85;9,18;4,78;0,55;0,04;29,79;7,77;6,14;3,78;3,89;;;0,29;12,19;-0,04;1,31;11,45;0,80;;0,07;0,93;0,13;15,28;0,02;22.234.597,05;27,14;3,11;0,08;6.259.879.988,76
BSLI3;6,83;6,05;4,11;0,83;0,04;35,96;11,12;7,43;2,75;2,79;;;0,31;-1,69;-0,04;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;68.326,33;8,20;1,66;0,00;3.373.756.007,25
BSLI4;7,15;6,35;4,30;0,87;0,05;35,96;11,12;7,43;2,87;2,79;;;0,32;-1,77;-0,05;0,11;20,28;1,08;;0,05;0,95;0,15;23,49;15,97;29.123,90;8,20;1,66;0,00;3.373.756.007,25
BTTL4;11.091,73;;28.209,72;3.945,65;2.893,88;80,40;-115,99;273,93;-66.624,66;-23,73;1,38;-0,08;77.275,86;24.488,10;-3.429,09;4,12;13,99;10,26;-21,31;0,73;0,27;0,04;-44,69;-9,58;;2,81;0,39;-205,61;62.117.174,24
CCXC3;1,16;;-0,25;-0,03;2,34;;;;-3,26;-3,21;0,05;;;-0,03;;0,01;-10,66;-946,44;0,81;-88,75;89,75;0,00;;;;-43,93;-4,68;0,00;1.973.425,64
CIEL3;5,83;;11,35;1,54;0,14;40,95;19,23;12,88;7,60;11,71;4,11;0,84;1,46;1,54;-1,52;1,12;13,60;1,27;4,71;0,09;0,88;0,10;-1,94;-2,04;0,00;3,78;0,51;-1,21;15.839.031.805,63
CMSA3;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CMSA4;0,00;;0,00;0,00;0,00;;;;0,00;0,07;0,07;-0,96;;0,00;0,00;38,28;-1.369,84;-1.336,29;-1.392,40;0,98;0,02;0,00;;;;0,00;0,00;0,00;0,00
CORR3;2,71;;0,01;0,01;0,00;100,00;2.560,96;2.141,14;0,01;-1,26;-1,41;-2,58;0,19;0,01;-0,02;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CORR4;82,00;;0,27;0,41;0,12;100,00;2.560,96;2.141,14;0,22;-1,26;-1,41;-2,58;5,70;0,20;-0,48;4,25;152,84;44,18;126,45;0,29;0,71;0,02;-16,36;;;201,49;307,95;0,00;1.278.894,65
CRIV3;6,98;;35,10;0,66;0,04;20,26;0,43;0,99;81,37;80,16;;;0,35;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,75;707.929.532,00
CRIV4;6,74;;33,89;0,64;0,04;20,26;0,43;0,99;78,57;80,16;;;0,33;0,07;-0,09;131,56;1,89;0,12;;0,06;0,94;0,12;27,56;-21,36;;10,50;0,20;-0,72;707.929.532,00
CSAB3;30,50;;12,39;1,11;0,57;-124,00;1.656,27;2.521,73;18,86;24,57;;;312,32;3,54;-0,71;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,02;305.164.800,00
CSAB4;48,97;;19,89;1,78;0,91;-124,00;1.656,27;2.521,73;30,28;24,57;;;501,45;5,68;-1,15;4,45;8,94;4,57;;0,51;0,49;0,00;-33,40;-1,31;;27,56;2,46;-0,03;305.164.800,00
CXSE3;16,19;7,78;11,07;3,60;3,32;;;;10,15;9,92;-0,23;-0,08;;58,78;-3,83;1,75;32,48;29,99;31,00;0,92;0,08;0,00;;23,35;56.559.840,38;4,50;1,46;0,45;48.570.000.000,00
EPAR3;4,18;43,96;10,63;1,49;1,09;80,40;-115,99;273,93;-25,11;-23,73;1,38;-0,08;29,12;9,23;-1,29;4,12;13,99;10,26;-21,31;0,73;0,27;0,04;-44,69;-9,58;68.308,71;2,81;0,39;-0,08;62.117.174,24
FICT3;2,22;;-3,80;1,64;1,08;-727,29;-177,32;-738,88;-15,83;-8,93;6,89;-0,72;28,06;1,76;-10,60;3,17;-43,25;-28,48;-93,32;0,66;0,34;0,04;;;84.861,52;1,35;-0,58;0,02;97.374.095,10
FIGE3;21,07;;3,57;0,27;0,26;100,00;93,05;62,25;2,39;0,80;;;2,22;24.904,07;-0,26;;7,64;7,39;;0,97;0,03;0,12;6,80;12,43;4.214,00;77,27;5,90;0,15;16.690.052,68
FIGE4;0,00;;0,00;0,00;0,00;100,00;93,05;62,25;0,00;0,80;;;0,00;0,00;0,00;;7,64;7,39;;0,97;0,03;0,12;6,80;12,43;;77,27;5,90;0,00;16.690.052,68
FNCN3;14,25;;-0,04;0,03;0,00;-82,62;-98,66;-59,20;-0,02;-0,02;;;0,02;0,01;-0,02;1,56;-65,31;-10,62;;0,16;0,84;0,18;187,45;;;555,08;-362,52;0,00;13.021.336,50
FTRT3B;0,00;;0,00;0,00;0,00;;;;0,00;0,00;0,00;0,00;;0,00;0,00;0,00;-0,95;-0,90;-2,42;0,95;0,05;0,00;;;;0,01;0,00;0,00;0,00
G2DI33;1,56;;-9,19;0,24;0,23;100,00;1.028,02;1.303,14;-11,65;-14,16;-2,51;0,05;;-5,74;-0,23;0,17;-2,65;-2,49;-1,97;0,94;0,06;0,00;;;62.395,00;6,40;-0,17;0,11;179.487.965,28
GETT11;10,00;;31,44;5,16;0,34;41,43;18,41;17,71;30,25;;0,99;0,17;5,57;13,05;-8,16;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;0,00;1,94;0,32;0,47;
GETT3;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,11;
GETT4;2,40;;7,55;1,24;0,08;41,43;18,41;17,71;7,26;;0,99;0,17;1,34;3,13;-1,96;1,03;16,41;1,07;7,88;0,07;0,93;0,06;;;;1,94;0,32;0,11;
GPIV33;4,42;;-2,31;0,23;0,12;100,00;346,80;157,05;-1,04;0,25;1,29;-0,28;;0,89;-0,15;3,34;-9,85;-5,19;-13,20;0,53;0,14;-0,03;;;308.564,00;19,47;-1,92;0,01;299.388.200,54
GSHP3;4,00;;-0,03;-0,01;0,01;67,51;-49,01;-135,61;-0,08;-22,28;-22,19;;0,04;-0,07;-0,01;0,57;-19,49;-22,62;-16,27;-1,16;2,16;0,17;5,33;;2.466,00;-683,39;-133,21;0,00;7.715.076,00
HBRE3;4,43;;50,41;0,23;0,09;62,35;129,87;4,18;1,62;6,88;5,25;0,76;2,11;2,51;-0,10;1,57;0,46;0,18;5,99;0,39;0,45;0,04;19,12;-45,80;2.060.447,86;18,97;0,09;-0,56;457.127.185,83
HBTS3;0,00;;0,00;0,00;0,00;28,39;23,87;58,63;0,00;;15,16;0,38;0,00;0,00;0,00;0,96;6,16;2,46;0,17;0,40;0,60;0,04;;;;72,38;4,46;0,00;
HBTS5;30,40;;6,81;0,42;0,17;28,39;23,87;58,63;16,74;;15,16;0,38;3,99;-62,09;-0,18;0,96;6,16;2,46;0,17;0,40;0,60;0,04;;;3.040,00;72,38;4,46;-0,09;
HBTS6;0,00;;0,00;0,00;0,00;28,39;23,87;58,63;0,00;;15,16;0,38;0,00;0,00;0,00;0,96;6,16;2,46;0,17;0,40;0,60;0,04;;;;72,38;4,46;0,00;
IDVL3;2,16;;-0,99;0,93;0,06;-18,91;-40,19;-154,60;-3,81;-3,84;;;1,53;0,48;-0,13;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IDVL4;2,67;;-1,22;1,16;0,07;-18,91;-40,19;-154,60;-4,71;-3,84;;;1,89;0,59;-0,16;1,26;-94,38;-5,67;;0,06;0,94;0,04;-32,17;;;2,31;-2,18;0,00;224.007.574,38
IGBR3;175,99;;0,56;-0,34;1,04;100,00;6.032,01;5.379,32;0,50;1,06;0,56;;30,26;-0,99;-2,15;0,33;-60,10;184,10;-146,75;-3,06;4,06;0,03;-7,98;;;-520,56;312,87;0,00;220.074.791,04
IGTA3;33,00;;9,74;1,37;0,82;70,54;76,22;48,74;6,23;6,95;0,73;0,16;4,75;3,81;-1,15;3,96;14,04;8,43;11,62;0,60;0,40;0,17;7,14;12,51;;24,13;3,39;1,09;5.444.903.277,00
IGTI11;25,15;2,68;17,48;2,18;1,07;73,91;76,88;40,57;9,22;8,02;1,96;0,46;7,09;6,90;-1,43;2,67;12,47;6,14;11,61;0,49;0,51;0,15;10,36;35,08;55.812.689,57;11,54;1,44;0,33;6.642.342.104,50
IGTI3;3,01;3,20;6,28;0,78;0,39;73,91;76,88;40,57;3,31;8,02;1,96;0,46;2,55;2,48;-0,51;2,67;12,47;6,14;11,61;0,49;0,51;0,15;10,36;35,08;181.377,14;3,85;0,48;0,12;6.642.342.104,50
IGTI4;11,70;2,47;24,39;3,04;1,50;73,91;76,88;40,57;12,87;8,02;1,96;0,46;9,90;9,63;-1,99;2,67;12,47;6,14;11,61;0,49;0,51;0,15;10,36;35,08;11.973,43;3,85;0,48;0,46;6.642.342.104,50
IRBR3;53,00;;8,10;0,81;0,28;12,06;11,57;9,60;6,72;6,72;;;0,78;1,90;-0,47;1,56;10,05;3,42;;0,34;0,66;0,36;-1,73;-15,05;37.573.057,29;65,09;6,54;2,39;4.337.672.958,00
ITSA3;11,67;14,75;8,06;1,39;1,13;23,52;213,64;193,63;7,31;7,53;0,25;0,05;15,62;24,36;-1,24;2,18;17,22;14,03;16,30;0,81;0,15;0,07;10,46;9,06;2.427.653,14;8,41;1,45;0,61;127.792.668.422,07
ITSA4;11,60;15,10;8,02;1,38;1,12;23,52;213,64;193,63;7,27;7,53;0,25;0,05;15,52;24,22;-1,23;2,18;17,22;14,03;16,30;0,81;0,15;0,07;10,46;9,06;398.454.527,05;8,41;1,45;0,60;127.792.668.422,07
ITUB3;35,80;13,23;8,75;1,78;0,13;34,81;12,69;11,26;7,77;8,14;;;0,99;-1,70;-0,13;0,13;20,37;1,47;;0,07;0,92;0,13;11,68;10,06;46.901.916,10;20,08;4,09;0,72;401.749.554.723,00
ITUB4;39,32;12,05;9,61;1,96;0,14;34,81;12,69;11,26;8,53;8,14;;;1,08;-1,87;-0,14;0,13;20,37;1,47;;0,07;0,92;0,13;11,68;10,06;1.001.319.931,10;20,08;4,09;0,79;401.749.554.723,00
LHER3;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LHER4;0,00;;0,00;0,00;0,00;63,41;22,35;10,99;0,00;-3,77;-3,77;-0,15;0,00;0,00;0,00;6,36;1,95;0,67;3,94;0,34;0,66;0,06;4,31;-51,59;;141,54;2,76;0,00;0,00
LOGG3;26,40;2,94;6,04;0,61;0,32;97,55;246,31;160,33;3,93;7,21;3,28;0,50;9,69;7,50;-0,39;1,32;10,02;5,36;8,32;0,54;0,46;0,03;11,41;33,60;10.359.669,14;43,62;4,37;0,29;2.319.481.665,60
LPSB3;1,99;10,61;7,26;1,13;0,71;78,84;23,39;19,46;6,04;4,24;-1,80;-0,34;1,41;4,16;-1,05;2,13;15,55;9,77;11,21;0,63;0,39;0,50;5,45;;624.575,95;1,76;0,27;0,03;293.633.715,69
MAPT3;3,00;;-26,01;-0,42;3,57;;;;-26,01;-26,05;0,00;;;-393,81;-3,57;0,00;-1,63;-13,71;1,63;-8,41;9,41;0,00;;;1.800,00;-7,08;-0,12;0,65;2.761.329,40
MAPT4;3,01;;-26,09;-0,43;3,58;;;;-26,09;-26,05;0,00;;;-395,12;-3,58;0,00;-1,63;-13,71;1,63;-8,41;9,41;0,00;;;1.127,00;-7,08;-0,12;0,65;2.761.329,40
MERC3;15,28;;17,12;1,04;0,98;91,73;54,29;32,04;10,11;9,35;;;5,49;21,07;-1,03;;6,09;5,72;;0,94;0,06;0,18;-2,99;15,25;1.528,00;14,66;0,89;0,20;579.384.172,54
MERC4;12,50;;14,01;0,85;0,80;91,73;54,29;32,04;8,27;9,35;;;4,49;17,24;-0,84;;6,09;5,72;;0,94;0,06;0,18;-2,99;15,25;5.443,00;14,66;0,89;0,16;579.384.172,54
MOAR3;63,00;72,53;24,20;0,83;0,35;;;;-12,07;-5,27;6,80;-0,47;;0,79;-0,89;3,60;3,45;1,44;-9,19;0,42;0,58;0,00;;-20,45;312.702,76;75,49;2,60;-0,29;771.826.923,00
MODL11;8,46;;-27,27;1,66;0,27;50,83;-5,11;-5,48;-29,26;-29,26;;;1,50;-0,63;-0,30;0,20;-6,10;-0,97;;0,16;0,84;0,18;;;;5,09;-0,31;0,17;1.985.844.000,00
MODL3;3,08;;-29,78;1,82;0,29;50,83;-5,11;-5,48;-31,96;-29,26;;;1,63;-0,69;-0,32;0,20;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,19;1.985.844.000,00
MODL4;2,72;;-26,30;1,60;0,26;50,83;-5,11;-5,48;-28,22;-29,26;;;1,44;-0,61;-0,29;0,20;-6,10;-0,97;;0,16;0,84;0,18;;;;1,70;-0,10;0,17;1.985.844.000,00
MULT3;27,66;4,92;11,52;2,36;1,11;80,37;65,72;44,42;7,79;10,22;2,43;0,74;5,12;18,21;-1,34;1,55;20,47;9,62;14,77;0,47;0,53;0,22;14,28;21,20;93.316.937,10;11,73;2,40;1,29;14.194.107.969,66
NEXP3;2,99;;0,13;-0,10;0,30;46,99;124,82;72,30;0,07;0,06;-0,02;;0,09;-0,10;-0,57;0,14;-75,94;242,13;-128,92;-3,19;4,18;3,35;-3,43;;24.881,11;-31,29;23,77;0,00;7.940.151,31
PDTC3;1,56;;7,05;1,01;0,20;95,94;118,52;90,78;5,40;16,21;10,81;2,01;6,40;0,52;-0,46;2,97;14,26;2,79;5,34;0,20;0,80;0,03;;26,45;93.284,67;1,55;0,22;-0,04;123.972.616,56
PEAB3;38,09;0,80;21,10;0,76;0,54;53,55;25,17;28,45;23,84;23,97;-0,15;0,00;6,00;3,89;-0,66;4,51;3,61;2,56;2,49;0,71;0,29;0,09;-26,42;-6,41;19.701,27;50,03;1,81;-4,66;698.941.277,58
PEAB4;39,00;0,74;21,60;0,78;0,55;53,55;25,17;28,45;24,41;23,97;-0,15;0,00;6,15;3,99;-0,67;4,51;3,61;2,56;2,49;0,71;0,29;0,09;-26,42;-6,41;11.978,82;50,03;1,81;-4,77;698.941.277,58
PINE3;11,20;5,74;8,61;2,04;0,09;20,37;5,51;5,44;8,51;8,78;;;0,47;-1,28;-0,09;0,11;23,67;1,01;;0,04;0,96;0,19;25,71;;21.807,75;5,50;1,30;0,05;2.624.766.783,51
